group,feature,withdrawal_n,reentry_n,withdrawal_minus_reentry_mean,mean_difference_ci95_low,mean_difference_ci95_high,welch_t,welch_p,cohen_d,bh_fdr_p,bh_fdr_reject_0_05
teens,A-DES-Ⅱ_DA,68,149,2.3816761603970447,1.6813882222503642,3.0819640985437253,6.744183264221434,8.84229078408451e-10,1.0893821268524897,3.6173007753073e-09,True
teens,A-DES-Ⅱ_AII,68,149,1.6951737070667199,1.0395145067936535,2.350832907339786,5.1212848627123,1.23327209258119e-06,0.7896975811902707,2.0554534876353166e-06,True
teens,A-DES-Ⅱ_PI,68,149,2.6199368337939206,1.9129372766007537,3.3269363909870875,7.348142107143268,4.6278070501692937e-11,1.184946390785298,6.94171057525394e-10,True
teens,A-DES-Ⅱ_DPDR,68,149,2.180895512567443,1.5259219452798731,2.835869079855013,6.605711732954442,1.907539626493163e-09,1.0862459786133336,6.731124435115151e-09,True
teens,A-DES-Ⅱ_TS,68,149,2.203773522831952,1.568826766109725,2.838720279554179,6.88246793312457,4.521110020378235e-10,1.1107813764666163,2.262891781839696e-09,True
children,Gender,63,117,0.00366300366300365,-0.11045942920282455,0.11778543652883185,0.06351127710277302,0.9494587161759902,0.009908343141244896,0.9494587161759902,False
children,Age,63,117,0.07814407814407787,-0.20714175447700217,0.3634299107651579,0.5420528043714344,0.5887363749288039,0.08485737684853734,0.6090376292366938,False
children,EMBU-M EW,63,117,-8.968253968253968,-12.754739736857124,-5.181768199650813,-4.683943335953159,6.753060585860562e-06,-0.7153331220628549,1.5583985967370526e-05,True
children,EMBU-M OI,63,117,7.478632478632477,4.186489228224499,10.770775729040455,4.499622186166057,1.635518003375293e-05,0.7276396381115776,3.271036006750586e-05,True
children,EMBU-M REJ,63,117,4.620268620268622,2.643439548263253,6.597097692273991,4.637620627876865,1.0805704403836559e-05,0.7932189626406669,2.3155080865364058e-05,True
children,EMBU-M PUN,63,117,4.49206349206349,2.4322775083057406,6.55184947582124,4.328783181586435,3.671793625289691e-05,0.7479920180700151,6.479635809334748e-05,True
children,EMBU-M FS,63,117,0.66056166056166,-0.8460714947909656,2.1671948159142858,0.8668428105803363,0.3875176683845884,0.13109866308437937,0.4151975018406304,False
children,EMBU-F EW,63,117,-5.46153846153846,-9.504499965004575,-1.4185769580723449,-2.6715729907988637,0.008477169300014444,-0.4084313219140769,0.010172603160017333,True
children,EMBU-F PUN,63,117,4.699633699633697,1.847045398688525,7.552222000578869,3.26804650947965,0.0014789727668217533,0.553673447426494,0.00211281823831679,True
children,EMBU-F OI,63,117,3.2344322344322336,1.1666227488751995,5.302241719989268,3.09930589956972,0.002454497616234869,0.5067215354051847,0.0032015186298715685,True
children,EMBU-F FS,63,117,1.2967032967032965,-0.3310981269555804,2.9245047203621732,1.5765413496763567,0.11742451896090178,0.24763301386633219,0.13548982957027128,False
children,EMBU-F REJ,63,117,2.1709401709401703,0.7852409561073626,3.556639385772978,3.106396154074699,0.0024353461995006696,0.5193038857199385,0.0032015186298715685,True
children,EMBU-F OP,63,117,2.5128205128205128,1.193602744223652,3.8320382814173737,3.773936879657204,0.0002583041301082534,0.6157541179427777,0.00043050688351375563,True
children,CSES_TS,63,117,-10.539682539682541,-13.285261656211308,-7.794103423153775,-7.589662421475694,4.136800106774219e-12,-1.1472281393207893,1.2410400320322657e-10,True
children,HEI_TS,63,117,10.985347985347985,8.118677915732306,13.852018054963665,7.592161642877416,9.803502205620242e-12,1.2368323788869153,1.4705253308430362e-10,True
children,CSQ_PS,63,117,-0.1977004477004477,-0.278093244035735,-0.11730765136516043,-4.87081741836367,3.5555787279900493e-06,-0.786378987479943,9.209494651689293e-06,True
children,CSQ_SB,63,117,0.159340659340659,0.08663845952399747,0.23204285915732054,4.328069002769749,2.6291340549178297e-05,0.617933640336444,4.929626352970931e-05,True
children,CSQ_HS,63,117,-0.14420024420024435,-0.22106048457253752,-0.06734000382795119,-3.708884851757233,0.00029822300189272363,-0.5579577942119575,0.0004708784240411425,True
children,CSQ_FAN,63,117,0.10732600732600717,0.037691773991675295,0.17696024066033905,3.043363973432193,0.00272639184684337,0.43182313260460964,0.003407989808554213,True
children,CSQ_REP,63,117,0.10411810411810418,0.0432596138294749,0.16497659440673346,3.3805930764361376,0.0009235393652083408,0.4987752303567335,0.0013853090478125113,True
children,CSQ_RAT,63,117,0.04340104340104345,-0.03256269327649672,0.11936478007858362,1.1310348513269155,0.2602612900016556,0.1793401011414758,0.2891792111129507,False
children,A-SSRS_TS,63,117,-16.80952380952381,-22.3320200498246,-11.28702756922302,-6.024956516121654,1.8089372629270058e-08,-0.9516219700414068,1.6539407564276167e-07,True
children,A-SSRS_SS,63,117,-4.482295482295482,-6.313433562955864,-2.6511574016351007,-4.844568932942724,3.683797860675717e-06,-0.7615541899313373,9.209494651689293e-06,True
children,A-SSRS_OS,63,117,-6.282051282051281,-8.339504505296714,-4.224598058805848,-6.053942338064175,2.205254341903489e-08,-1.0112298018353603,1.6539407564276167e-07,True
children,A-SSRS_SU,63,117,-6.045177045177043,-8.336781526731347,-3.7535725636227393,-5.21674478989255,6.6365587671424e-07,-0.7959916833503439,1.9909676301427197e-06,True
children,A-DES-Ⅱ_DA,63,117,2.432234432234433,1.5948617661038411,3.2696070983650247,5.759749427433631,8.585440749649224e-08,0.9655980451773358,4.2927203748246124e-07,True
children,A-DES-Ⅱ_AII,63,117,2.043752543752543,1.2832990058140175,2.8042060816910688,5.320437990189561,4.792314466644014e-07,0.8442758475653709,1.5974381555480047e-06,True
children,A-DES-Ⅱ_PI,63,117,2.4073260073260068,1.5717596018386324,3.242892412813381,5.71208424790299,1.033467634368647e-07,0.9523141372170595,4.3373152013896435e-07,True
children,A-DES-Ⅱ_DPDR,63,117,2.3687423687423697,1.5416781675987257,3.1958065698860136,5.676657934739793,1.1566173870372382e-07,0.9376529109795924,4.3373152013896435e-07,True
children,A-DES-Ⅱ_TS,63,117,2.3249898249898266,1.5394862290224152,3.110493420957238,5.866864986378079,4.914909891989908e-08,0.9704387656882455,2.9489459351939446e-07,True
