group,method,metric,n_outer_folds,mean,sd,bootstrap_ci_low,bootstrap_ci_high,n_boot
adults,kde_weighted_signed,error_pr_auc,10,0.859076363849374,0.03760837999383437,0.8376206235182473,0.8813493137270169,2000
adults,kde_weighted_signed,withdrawal_auroc,10,0.6695080610021786,0.05279369733805325,0.6381144199346405,0.7006365059912854,2000
adults,kde_weighted_signed,withdrawal_pr_auc,10,0.4279920286545706,0.08394759214988841,0.3848969733411361,0.48386373599722093,2000
children,kde_abs_max,error_auroc,10,0.5819660960684512,0.06676398925333635,0.5413851876602329,0.618283932101346,2000
children,kde_abs_max,error_pr_auc,10,0.7255574820119927,0.05147366542793699,0.6976889545195964,0.7579104843870303,2000
children,kde_abs_max,withdrawal_auroc,10,0.4575372770345596,0.09703062808884805,0.4047655959680416,0.5178961555880714,2000
children,kde_abs_max,withdrawal_pr_auc,10,0.41148839118879044,0.0913647922534454,0.36625180147766784,0.47146845906927826,2000
children,kde_abs_mean,error_auroc,10,0.6192942377447208,0.06524191064029906,0.5776043674622479,0.6576562613625414,2000
children,kde_abs_mean,error_pr_auc,10,0.779430843301899,0.04238395819479068,0.7557997882357235,0.8056102445981884,2000
children,kde_abs_mean,withdrawal_auroc,10,0.42762565031586774,0.0828567899411921,0.379868746516165,0.4760507827015979,2000
children,kde_abs_mean,withdrawal_pr_auc,10,0.3688307791512374,0.05207367160311998,0.33911460418196665,0.3971179627427343,2000
children,kde_abs_median,error_auroc,10,0.594878290366817,0.0527737979161288,0.5635400844777203,0.6245703130141687,2000
children,kde_abs_median,error_pr_auc,10,0.7685630511588573,0.04303156054288364,0.7443439451687369,0.79432247501334,2000
children,kde_abs_median,withdrawal_auroc,10,0.4380190914158305,0.08496016604615575,0.38836979747305833,0.4883166109253066,2000
children,kde_abs_median,withdrawal_pr_auc,10,0.3702512558500756,0.06735772633914165,0.33343827368898116,0.41415312676150046,2000
children,kde_abs_top10_mean,error_auroc,10,0.6326955570820306,0.061162551071968246,0.5970339464882942,0.6695883824620539,2000
children,kde_abs_top10_mean,error_pr_auc,10,0.7653237420913865,0.05441708286354676,0.7339412797746764,0.7992186003119701,2000
children,kde_abs_top10_mean,withdrawal_auroc,10,0.43582079152731323,0.09173639832691921,0.38759089906168703,0.4927166074414716,2000
children,kde_abs_top10_mean,withdrawal_pr_auc,10,0.39880892271169877,0.08288091525640792,0.35480548028294273,0.45343219822183123,2000
children,kde_abs_top3_mean,error_auroc,10,0.6078390141349079,0.06364644310677249,0.5679851492833076,0.6422877684234266,2000
children,kde_abs_top3_mean,error_pr_auc,10,0.7422246772135453,0.05360195849562648,0.7107647308143783,0.7757759037095252,2000
children,kde_abs_top3_mean,withdrawal_auroc,10,0.448889817911557,0.10140279804443676,0.3941990373002601,0.5113232185990338,2000
children,kde_abs_top3_mean,withdrawal_pr_auc,10,0.42365886944813064,0.10317697515646941,0.368271877922782,0.48854691987112825,2000
children,kde_abs_top5_mean,error_auroc,10,0.6294003179009218,0.06090248654773696,0.5936559300971437,0.6621647207864599,2000
